X,Y,OBJECTID,DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,ARREST
-8477395.89270375,5319260.07580915,2447,2018/08/05,1143,1143,400 S  CLINTON ST,LARCENY,
-8474589.63966786,5317956.59450857,2448,2018/06/29,0230,0700,700 OSTROM AV,LARCENY,
-8474574.61159104,5322886.96958159,2449,2018/08/05,0929,0929,500 BRATTLE RD,BURGLARY,
-8474917.32776807,5312871.07532739,2450,2018/06/29,1300,1500,800 E  BRIGHTON AV,LARCENY,
-8477597.35547845,5322953.64323735,2451,2018/06/28,2100,0830,1200 FIRST NORTH ST,LARCENY,
-8476628.77853878,5316336.11165342,2452,2018/06/29,0735,0735,1800 S  SALINA ST,AGGRAVATED ASSAULT,
-8475701.13624576,5320682.19897192,2453,2018/06/29,0900,0100,900 JAMES ST,LARCENY,
-8476159.73456959,5313311.87873787,2454,2018/06/29,1630,1630,4100 S  SALINA ST,LARCENY,
,,2455,2018/06/29,1100,1115,9800 DESTINY USA DR,LARCENY,
,,2456,2018/06/30,1332,1332,0 DESTINY USA DR,LARCENY,
-8474959.83263757,5319083.2235877,2457,2018/08/06,1007,1600,1200 W  GENESEE ST,LARCENY,
-8477363.00417029,5313471.52754067,2458,2018/06/30,1100,1200,200 EMPIRE AV,LARCENY,
-8478163.83026669,5314458.83557174,2459,2018/08/06,0000,1015,300 VALLEY DR,BURGLARY,
,,2460,2018/06/30,1947,1947,0 DESTINY USA DR,LARCENY,
-8476192.04628459,5315113.72042169,2461,2018/06/30,1900,0959,100 E  BRIGHTON AV,LARCENY,
-8478172.32333318,5318685.57296887,2462,2018/06/30,1340,1340,500 NIAGARA ST,LARCENY,
-8479288.42617839,5319305.51089402,2463,2018/06/30,0230,0740,100 N  GEDDES ST,BURGLARY,
-8475465.77973911,5320451.51623424,2464,2018/08/07,1057,1057,100 GREEN ST,LARCENY,
-8477759.24237646,5323039.92565614,2465,2018/06/30,2244,2246,700 TURTLE ST,AGGRAVATED ASSAULT,
-8478287.06097763,5318163.37193648,2466,2018/08/07,1033,1033,100 MERRIMAN AV,BURGLARY,
-8475202.28653285,5314647.93291665,2467,2018/08/07,1020,1020,100 IVY RIDGE RD,LARCENY,
-8476411.45558683,5321608.34933414,2468,2018/06/30,0450,0450,800 PARK ST,AGGRAVATED ASSAULT,
-8471858.51443641,5320115.25636691,2469,2018/06/30,1515,1630,2500 ERIE BLVD E,LARCENY,
,,2470,2018/07/01,1553,1553,0 DESTINY USA DR,LARCENY,
-8476159.73456959,5313311.87873787,2471,2018/06/30,1432,1432,4100 S  SALINA ST,LARCENY,
-8474907.73509838,5318643.1641075,2472,2018/08/07,0000,0900,300 COMSTOCK AV,BURGLARY,
-8474907.73509838,5318643.1641075,2473,2018/08/07,0000,0900,300 COMSTOCK AV,BURGLARY,
-8476829.06317108,5321241.20532922,2474,2018/07/01,1400,1500,1500 LODI ST,BURGLARY,
-8477304.67228668,5321742.72539118,2475,2018/07/01,1200,2058,200 LILAC ST,AGGRAVATED ASSAULT,
-8476946.05071919,5320895.77450864,2476,2018/08/07,1100,1100,400 BUTTERNUT ST,LARCENY,
-8473063.67160627,5323372.18674993,2477,2018/07/01,1900,0900,300 TAFT AV,MV THEFT,
-8474123.76761199,5317160.00078523,2478,2018/08/07,2345,0845,900 ACKERMAN AV,LARCENY,
-8478420.31035641,5317664.41429088,2479,2018/08/07,1855,1855,700 W  ONONDAGA ST,AGGRAVATED ASSAULT,
-8474123.76761199,5317160.00078523,2480,2018/08/07,0500,0720,900 ACKERMAN AVE,LARCENY,
-8475634.45191125,5318461.85740987,2481,2018/07/01,2130,2130,700 IRVING AV,LARCENY,
-8474666.78415827,5318992.74240899,2482,2018/08/08,0700,1130,100 OSTROM AV,BURGLARY,
-8475672.01099138,5320386.938269,2483,2018/07/01,1622,1622,700 LODI ST,AGGRAVATED ASSAULT,
-8473520.13775077,5317070.90881115,2484,2018/08/08,0200,1000,1000 WESTCOTT ST,LARCENY,
-8472002.79738656,5322779.99377847,2485,2018/08/08,0730,0943,200 N  MIDLER AV,LARCENY,
-8478613.17142586,5323096.8103333,2486,2018/08/08,1120,1120,300 HIAWATHA BLVD W,MV THEFT,
-8474559.58351835,5322412.44516187,2487,2018/08/08,1530,1700,400 BRATTLE RD,BURGLARY,
-8470967.86009183,5319454.7541964,2488,2018/08/08,0830,1700,400 W  FAYETTE ST,LARCENY,
-8476135.10483429,5313452.87779274,2489,2018/07/01,2309,2309,4000 S  SALINA ST,BURGLARY,
-8476708.10534019,5320961.59238251,2490,2018/08/08,2316,2316,500 BUTTERNUT ST,ROBBERY,
-8476852.01372593,5322540.5991234,2491,2018/07/01,1830,1900,800 POND ST,LARCENY,
-8474666.78415827,5318992.74240899,2492,2018/08/09,0825,0825,100 OSTROM AV,LARCENY,
-8474959.83263757,5319083.2235877,2493,2018/08/09,2235,0635,1200 W  GENESEE ST,LARCENY,
-8480024.81391885,5317728.83867504,2494,2018/08/09,0133,0133,200 HERRIMAN ST,AGGRAVATED ASSAULT,
,,2495,2018/07/02,2056,2056,0 DESTINY USA DR,LARCENY,
-8479283.80957428,5319897.0429004,2496,2018/07/01,1036,1036,700 PARK AV,LARCENY,
-8476062.73356794,5313897.02907431,2497,2018/07/02,2242,2242,100 HOBART AV,BURGLARY,
-8472548.81943699,5322404.21660038,2498,2018/08/10,1429,1429,100 WOODBINE AV,LARCENY,
-8477092.82541673,5318776.13941119,2499,2018/08/10,1730,1846,100 W  ONONDAGA ST,LARCENY,
-8477652.16763529,5321635.83154784,2500,2018/07/02,1930,0030,100 TITUS AL,BURGLARY,
,,2501,2018/07/02,0915,0915,0 DESTINY USA DR,LARCENY,
-8475122.68668678,5314787.95845768,2502,2018/07/02,0001,0300,100 REMINGTON AV,LARCENY,
-8477231.08418952,5318644.53492912,2503,2018/08/10,1014,1021,500 S  SALINA ST,LARCENY,
-8472113.79256993,5322450.87226943,2504,2018/07/02,1949,1949,2900 JAMES ST,LARCENY,
-8475425.7046973,5312844.81320464,2505,2018/08/10,1700,1150,700 E  BRIGHTON AV,LARCENY,
-8477985.42822985,5313151.43340844,2506,2018/07/02,1722,1722,600 BARNES AV,AGGRAVATED ASSAULT,
-8477528.64128159,5321606.08336485,2507,2018/08/10,1840,1840,900 S  SALINA ST,LARCENY,
-8476851.7537614,5319126.57462684,2508,2018/07/02,0026,0100,400 MONTGOMERY ST,LARCENY,
-8477595.26603169,5319737.68424,2509,2018/07/02,1320,1520,300 ERIE BLVD W,MV THEFT,
-8471058.0289161,5321958.51522948,2510,2018/08/11,1400,1630,200 WINTHROP RD,LARCENY,
-8476150.25022845,5315632.99302946,2511,2018/07/01,1924,1924,2200 S  STATE ST,ROBBERY,
-8476708.24246879,5321416.07194054,2512,2018/07/02,1200,1200,700 ASH ST,LARCENY,
-8475016.43867773,5319059.91775109,2513,2018/08/11,0240,0355,500 WALNUT AV,BURGLARY,
-8479927.63190643,5318650.01836006,2514,2018/08/11,0430,0430,600 S  WILBUR AV,ROBBERY,
-8477219.22453842,5322743.65769402,2515,2018/07/02,2012,2012,800 KIRKPATRICK ST,AGGRAVATED ASSAULT,
-8474026.08481945,5317787.78056998,2516,2018/08/11,2000,2230,700 LANCASTER AV,BURGLARY,
-8474026.08481945,5317787.78056998,2517,2018/08/11,2000,2230,700 LANCASTER AV,BURGLARY,
-8477092.82541673,5318776.13941119,2518,2018/08/12,2130,0000,100 E  ONONDAGA ST,LARCENY,
-8477463.3760708,5321120.25014006,2519,2018/07/01,1130,2100,1000 N  STATE ST,BURGLARY,
-8476656.81656844,5323860.78069328,2520,2018/07/03,1452,1452,100 MARTIN ST,BURGLARY,
-8476661.34046572,5317339.69828503,2521,2018/07/03,0110,0110,0 S  STATE ST,BURGLARY,
-8476656.81656844,5323860.78069328,2522,2018/07/03,1809,1809,100 MARTIN ST,BURGLARY,
-8477789.12891569,5317473.88538145,2523,2018/08/12,1315,1315,200 LINCOLN AV,MV THEFT,
-8476612.71350031,5315358.78388657,2524,2018/07/03,1533,1533,400 CANNON ST,AGGRAVATED ASSAULT,A
-8474814.59376835,5318864.50779772,2525,2018/07/03,2025,2200,1100 MADISON ST,LARCENY,
-8476708.10534019,5320961.59238251,2526,2018/08/09,1130,1130,500 BUTTERNUT ST,LARCENY,
-8478159.28016845,5319601.60799827,2527,2018/07/03,0000,0000,500 ERIE BLVD W,LARCENY,
,,2528,2018/07/03,1815,1815,0 DESTINY USA DR,LARCENY,
-8476833.84061713,5322737.47800322,2529,2018/08/12,2002,2002,700 FIRST NORTH ST,LARCENY,
-8476833.84061713,5322737.47800322,2530,2018/08/12,2128,2128,700 FIRST NORTH ST,LARCENY,
-8476188.69676808,5312296.94815135,2531,2018/07/04,1153,1153,100 SEELEY AV,BURGLARY,
-8476631.93403826,5317066.78485667,2532,2018/06/27,1715,1718,200 MARTIN LUTHER KING      E,MV THEFT,
-8476631.0300064,5321087.40074851,2533,2018/07/02,1839,1839,600 BUTTERNUT ST,LARCENY,
-8477353.31306843,5324159.80144175,2534,2018/08/13,1200,0800,1200 LEMOYNE AV,LARCENY,
-8479122.98297704,5317502.05371966,2535,2018/07/04,2255,2255,200 FITCH ST,AGGRAVATED ASSAULT,
-8473874.30073482,5318990.00061885,2536,2018/08/13,1600,1611,1800 W  GENESEE ST,BURGLARY,
-8478081.15270197,5322066.35565223,2537,2018/07/04,0036,0036,2400 LODI ST,AGGRAVATED ASSAULT,
-8476759.70186106,5313673.71173243,2538,2018/08/13,0230,0800,3000 MIDLAND AVE,LARCENY,
-8474382.7523959,5317486.22158069,2539,2018/08/13,2338,1138,400 EUCLID AVE,LARCENY,
-8476708.10534019,5320961.59238251,2540,2018/08/13,2117,2117,500 BUTTERNUT ST,LARCENY,
-8477778.77947749,5322584.59345373,2541,2018/07/04,2100,2100,500 COURT ST,LARCENY,
-8473104.35939995,5317249.09356352,2542,2018/08/13,2130,0700,600 FELLOWS AV,LARCENY,
,,2543,2018/07/05,0011,0011,UNKNOWN,AGGRAVATED ASSAULT,
-8476712.42021764,5318705.81946985,2544,2018/07/03,1800,1800,800 S  STATE ST,LARCENY,
-8476141.44408087,5316484.02351962,2545,2018/07/04,2055,2055,200 GARFIELD AV,LARCENY,
,,2546,2018/07/05,0842,0842,UNKNOWN,ROBBERY,
-8473859.91174815,5320460.58282234,2547,2018/07/04,2300,2300,600 TEALL AV,LARCENY,
-8476222.19573045,5322105.25144917,2548,2018/08/14,1212,1212,1200 BUTTERNUT ST,ROBBERY,A
,,2549,2018/07/05,1350,1350,0 DESTINY USA DR,LARCENY,
,,2550,2018/07/05,2017,2017,0 DESTINY USA DR,LARCENY,
-8478835.08678342,5318270.2949664,2551,2018/08/14,1341,1341,400 SHONNARD ST,AGGRAVATED ASSAULT,
,,2552,2018/07/05,1820,1820,0 DESTINY USA DR,LARCENY,
-8474970.09069372,5320400.34513457,2553,2018/07/05,1400,1400,200 DELHI ST,BURGLARY,
-8477296.70712344,5321478.5528853,2554,2018/08/15,2345,2345,1100 N  TOWNSEND ST,AGGRAVATED ASSAULT,A
-8473874.30073482,5318990.00061885,2555,2018/08/15,1900,1900,1800 W  GENESEE ST,BURGLARY,
-8477814.08682267,5320601.81146015,2556,2018/07/06,1200,2100,100 SOLAR ST,BURGLARY,
-8479925.62820381,5319783.79727715,2557,2018/08/15,1209,1209,300 APPLE ST,MV THEFT,
-8473772.10936386,5316844.75598755,2558,2018/08/15,0815,0820,300 KENSINGTON RD,LARCENY,
-8478661.26137678,5316781.70843512,2559,2018/08/15,2253,2253,300 ONONDAGA TER,LARCENY,
-8473143.89837817,5322380.59223528,2560,2018/07/06,1226,1226,2300 JAMES ST,ROBBERY,A
-8479292.3229714,5319618.70685622,2561,2018/07/06,0253,0253,300 RICHMOND AV,BURGLARY,
-8476149.40482406,5314953.35943532,2562,2018/07/04,0821,2330,2900 S  SALINA ST,BURGLARY,
-8478253.49808695,5316563.78603045,2563,2018/08/16,0900,1515,100 CHENEY ST,BURGLARY,
-8472548.81943699,5322404.21660038,2564,2018/08/16,0730,0730,100 WOODBINE AV,LARCENY,
-8479615.04581186,5320166.52744617,2565,2018/07/06,1243,1243,400 LIBERTY ST,LARCENY,
-8472624.46107472,5318219.57488109,2566,2018/08/16,0815,0815,200 CRAWFORD AVE,LARCENY,
-8480099.26987949,5321284.826423,2567,2018/07/06,2100,0800,800 HIAWATHA BLVD W,LARCENY,
,,2568,2018/07/07,2100,0800,0 DESTINY USA DR,BURGLARY,
-8477190.50830175,5312080.37343574,2569,2018/08/17,1800,1000,100 MACDOUGALL PL,LARCENY,
-8477020.69036671,5311176.27804774,2570,2018/08/17,1800,0930,200 BROOKLEA DR,LARCENY,
,,2571,2018/07/07,1420,1428,0 DESTINY USA DR,LARCENY,
,,2572,2018/07/07,1654,1654,0 DESTINY USA DR,LARCENY,
-8479353.55732105,5318943.38943409,2573,2018/08/17,1400,1410,200 S  GEDDES ST,LARCENY,
-8476833.84061713,5322737.47800322,2574,2018/08/17,1737,1737,700 FIRST NORTH ST,LARCENY,
-8479936.1479166,5319649.43662887,2575,2018/08/17,2315,2315,600 RICHMOND AV,AGGRAVATED ASSAULT,
,,2576,2018/07/07,1851,1851,0 DESTINY USA DR,LARCENY,
-8470722.90153481,5319968.88920142,2577,2018/08/17,0335,0335,800 NORTHWAY ST,BURGLARY,
-8475850.49991874,5311239.28796697,2578,2018/08/18,2303,2300,200 E  CHELTENHAM RD,AGGRAVATED ASSAULT,
-8477810.08436065,5317958.33819328,2579,2018/07/07,2259,2259,100 LINCOLN AV,AGGRAVATED ASSAULT,
-8475378.11568663,5320348.68159522,2580,2018/08/18,1900,0700,300 GERTRUDE ST,BURGLARY,
-8477387.87781826,5312484.50500505,2581,2018/08/18,1230,1300,1500 VALLEY DR,LARCENY,
-8477884.80792531,5314853.47776296,2582,2018/08/18,1730,2100,400 BISHOP AV,LARCENY,
-8478835.08678342,5318270.2949664,2583,2018/08/18,0000,0026,400 SHONNARD ST,BURGLARY,
-8471789.39788345,5321130.25271499,2584,2018/08/18,0000,0000,500 NICHOLS AV,LARCENY,
-8476502.88574882,5321180.31119792,2585,2018/07/07,1247,1247,700 BUTTERNUT ST,AGGRAVATED ASSAULT,
-8477443.98284959,5319085.96546529,2586,2018/08/18,0800,0827,500 S  CLINTON ST,AGGRAVATED ASSAULT,
-8476201.57126468,5320346.27968871,2587,2018/07/07,0800,0830,700 JAMES ST,LARCENY,
-8474443.86689094,5320692.8391066,2588,2018/08/19,2350,2350,100 ROBINSON ST,LARCENY,
-8480024.81391885,5317728.83867504,2589,2018/08/19,1700,1300,200 HERRIMAN ST,LARCENY,
-8475378.11568663,5320348.68159522,2590,2018/08/19,2344,2344,300 GERTRUDE ST,ROBBERY,
-8476199.95842901,5315774.20245223,2591,2018/07/07,1149,1149,2100 S  STATE ST,BURGLARY,
-8473035.73100351,5319294.34989866,2592,2018/08/19,2218,2218,2000 E  FAYETTE ST,AGGRAVATED ASSAULT,
,,2593,2018/07/08,1300,0834,0 DESTINY USA DR,LARCENY,
-8477088.31705368,5319361.52736912,2594,2018/08/19,2030,0830,300 S  WARREN ST,LARCENY,
-8472210.18556958,5318480.03198555,2595,2018/08/19,2000,0730,100 BRADFORD PKWY,LARCENY,
,,2596,2018/07/08,1745,1745,0 DESTINY USA DR,LARCENY,
-8474081.34124574,5319131.39682417,2597,2018/07/08,2119,2119,100 LEXINGTON AV,LARCENY,
-8477395.89270375,5319260.07580915,2598,2018/08/19,1130,1315,400 S  CLINTON ST,LARCENY,
-8481031.43499378,5319259.49032652,2599,2018/07/08,0300,0423,200 MILTON AV,BURGLARY,
-8478943.79363255,5320137.73911171,2600,2018/07/08,2015,0730,100 SAND ST,BURGLARY,
-8470109.25287564,5318673.3232838,2601,2018/08/19,1950,1950,600 DEMONG DR,LARCENY,
-8472844.87374251,5317253.20560067,2602,2018/08/19,2100,0600,600 CUMBERLAND AV,LARCENY,
-8476520.40196564,5314245.11422419,2603,2018/07/08,1627,1627,200 PRIMROSE AV,AGGRAVATED ASSAULT,
-8471858.51443641,5320115.25636691,2604,2018/07/08,1145,1145,2500 ERIE BLVD E,BURGLARY,
-8476515.0166007,5318308.23863663,2605,2018/07/08,1000,1028,1000 S  TOWNSEND ST,LARCENY,
-8474016.83734864,5319475.94814806,2606,2018/07/04,1205,1205,1600 ERIE BLVD E,LARCENY,
-8476063.48803452,5312617.6848884,2607,2018/07/05,1312,1312,300 RANDOLPH ST,BURGLARY,
-8471426.71907524,5322123.07946566,2608,2018/08/20,2000,0500,200 PLYMOUTH DR,LARCENY,
-8475634.45191125,5318461.85740987,2609,2018/07/08,2239,2239,700 IRVING AV,AGGRAVATED ASSAULT,
,,2610,2018/07/09,0120,0120,0 IVY RIDGE RD,MV THEFT,A
,,2611,2018/07/09,0120,0120,0 IVY RIDGE RD,MV THEFT,
-8476195.75471611,5312420.42561018,2612,2018/07/08,0015,0015,4600 S  SALINA ST,AGGRAVATED ASSAULT,
,,2613,2018/07/09,0418,0418,0 DESTINY USA DR,LARCENY,
-8476542.97490922,5323143.15439864,2614,2018/07/09,2100,0817,2300 GRANT BLVD,BURGLARY,
,,2615,2018/07/09,1823,1823,0 DESTINY USA DR,LARCENY,
-8476222.69668355,5321729.50153067,2616,2018/08/21,1830,1836,1000 BUTTERNUT ST,AGGRAVATED ASSAULT,
-8477199.02419886,5319753.63453282,2617,2018/08/21,1347,1347,100 N  SALINA ST,LARCENY,
-8477237.25643215,5321831.6629762,2618,2018/07/09,1139,1139,300 POND ST,LARCENY,
-8477276.16863468,5323039.20652484,2619,2018/08/21,2000,1430,1000 DANFORTH ST,BURGLARY,
-8476797.59005722,5314625.23359614,2620,2018/07/09,2125,2125,300 W  NEWELL ST,AGGRAVATED ASSAULT,
-8475203.78934853,5319028.38642557,2621,2018/08/21,0439,0439,1100 E  GENESEE ST,LARCENY,
-8477850.50217613,5322044.70937796,2622,2018/07/09,2252,2252,1200 N  SALINA ST,ROBBERY,
,,2623,2018/07/10,2210,2210,UNKNOWN,AGGRAVATED ASSAULT,
-8475465.77973911,5320451.51623424,2624,2018/08/20,1015,1607,100 GREEN ST,LARCENY,
-8472944.05938146,5315868.93560754,2625,2018/08/21,2154,2154,1500 WESTMORELAND AV,LARCENY,
-8473054.87255042,5319156.18520494,2626,2018/07/09,1430,0700,400 WESTMORELAND AV,LARCENY,
-8472480.69195986,5319313.54344282,2627,2018/08/21,2109,2109,200 GENESEE PARK DR,AGGRAVATED ASSAULT,
,,2628,2018/07/10,0349,0349,UNKNOWN,ROBBERY,A
-8477291.19680058,5319070.88526748,2629,2018/08/21,1121,1121,400 S  SALINA ST,BURGLARY,
-8477291.19680058,5319070.88526748,2630,2018/08/21,1401,1413,400 S  SALINA ST,LARCENY,
-8476213.71967938,5313029.47870165,2631,2018/07/09,1944,1944,4300 S  SALINA ST,BURGLARY,A
-8477291.19680058,5319070.88526748,2632,2018/08/21,0239,0239,400 N  SALINA ST,MV THEFT,
-8480099.26987949,5321284.826423,2633,2018/07/09,1900,0700,800 HIAWATHA BLVD W,LARCENY,
-8472300.49963119,5319057.37055265,2634,2018/07/10,1830,1930,100 DIDAMA ST,LARCENY,
-8471809.6634673,5319294.44848286,2635,2018/07/10,2100,0700,100 HARWOOD AV,LARCENY,
-8475273.92067755,5318432.05249732,2636,2018/08/21,0800,1300,700 UNIVERSITY AV,LARCENY,
,,2637,2018/07/10,1430,1530,0 DESTINY USA DR,LARCENY,
-8476211.17507495,5322419.30230646,2638,2018/08/22,0345,0345,1300 BUTTERNUT ST,LARCENY,
-8471794.90827985,5319405.39866544,2639,2018/08/22,1815,1820,100 W  FAYETTE ST,LARCENY,
-8476099.38816618,5318467.06109584,2640,2018/07/08,2255,2255,700 E  ADAMS ST,AGGRAVATED ASSAULT,
-8479571.57511555,5317752.72485802,2641,2018/07/10,1630,1635,1000 S  GEDDES ST,LARCENY,
-8470804.55440234,5322160.1067268,2642,2018/08/22,1401,1401,200 RIDGEWOOD DR,BURGLARY,
-8475174.2340638,5318048.22553831,2643,2018/08/22,1600,2050,200 WAVERLY AV,LARCENY,
-8482169.32823817,5315764.78092657,2644,2018/08/22,0100,0100,200 WESTWOOD RD,LARCENY,
-8478661.26137678,5316781.70843512,2645,2018/08/22,0005,0005,300 ONONDAGA AV,AGGRAVATED ASSAULT,
,,2646,2018/07/11,1605,1605,0 DESTINY USA DR,LARCENY,
-8474849.12541592,5315207.02545266,2647,2018/08/22,1230,1230,300 VINCENT ST,LARCENY,
-8476538.15065737,5316074.36403025,2648,2018/07/10,2352,2352,2000 S  SALINA ST,ROBBERY,
-8475991.76431408,5318284.0031223,2649,2018/08/23,0000,1600,100 FRISBIE CT,BURGLARY,
-8477296.70712344,5321478.5528853,2650,2018/08/23,1920,1920,1100 S  TOWNSEND ST,LARCENY,
,,2651,2018/07/11,1800,1800,0 DESTINY USA DR,LARCENY,
-8479345.04141433,5320192.37527262,2652,2018/08/23,0306,0306,1000 W  GENESEE ST,BURGLARY,
-8477573.7256618,5312729.73226035,2653,2018/08/23,2100,0500,200 ENGLEWOOD AV,LARCENY,
-8477064.86618836,5316936.46691973,2654,2018/07/10,1258,1258,200 MARTIN LUTHER KING      W,LARCENY,
,,2655,2018/07/11,1506,1506,0 DESTINY USA DR,LARCENY,
-8477137.40896208,5323952.68013648,2656,2018/08/23,2003,2003,200 SEVENTH NORTH ST,BURGLARY,
-8474907.73509838,5318643.1641075,2657,2018/08/23,1200,1117,300 COMSTOCK AV,LARCENY,
-8480326.4071622,5318902.91402423,2658,2018/07/11,1449,1449,200 COLERIDGE AV,LARCENY,
-8475036.26581235,5312394.02399487,2659,2018/07/11,0042,0042,500 E  SENECA TPKE,MV THEFT,
-8477085.78530283,5315662.11726089,2660,2018/07/11,2024,2024,500 W  COLVIN ST,AGGRAVATED ASSAULT,
-8476708.10534019,5320961.59238251,2661,2018/08/23,0238,0238,500 BUTTERNUT ST,LARCENY,A
-8473967.97599093,5317504.04079537,2662,2018/08/23,0000,1100,700 EUCLID AV,LARCENY,
-8473823.19387973,5321939.56635338,2663,2018/07/12,1709,1729,100 HIXSON AV,LARCENY,
-8478336.15283757,5315912.79044164,2664,2018/08/23,0300,0330,800 ONONDAGA AV,BURGLARY,
-8478000.8558821,5317945.48534366,2665,2018/07/12,0404,0404,100 SOUTH AV,AGGRAVATED ASSAULT,
-8473266.6632296,5322855.42523787,2666,2018/08/24,0109,0109,300 VILLAGE DR,MV THEFT,
-8472482.69574197,5321340.05401717,2667,2018/08/23,1900,0650,400 WOODBINE AVE,LARCENY,
-8476709.92199853,5318971.78010292,2668,2018/07/11,1725,1725,600 S  STATE ST,LARCENY,
-8471535.42249267,5317306.66165168,2669,2018/08/24,2050,2050,500 BRADFORD PKWY,BURGLARY,
-8473858.73540061,5320434.89725067,2670,2018/07/12,1152,1152,1600 HAWLEY AV,LARCENY,
-8476833.84061713,5322737.47800322,2671,2018/08/24,0954,0954,700 FIRST NORTH ST,LARCENY,
-8481252.79925072,5319144.31409434,2672,2018/07/12,1030,1420,200 WILLIS AV,BURGLARY,
-8476893.06761673,5320467.80408312,2673,2018/07/12,0210,0210,300 PROSPECT AV,AGGRAVATED ASSAULT,
-8476648.33138696,5317061.15850642,2674,2018/07/12,0102,0102,1400 S  STATE ST,MV THEFT,
-8473895.34009534,5317075.02067029,2675,2018/08/25,1150,1150,100 BUCKINGHAM AVE,LARCENY,
-8476833.29782093,5319125.05415147,2676,2018/07/12,0945,1015,300 E  JEFFERSON ST,ROBBERY,
-8476502.88574882,5321180.31119792,2677,2018/07/12,1350,1350,700 BUTTERNUT ST,AGGRAVATED ASSAULT,
-8476159.73456959,5313311.87873787,2678,2018/07/09,1453,1453,4100 S  SALINA ST,LARCENY,
,,2679,2018/07/13,0107,0107,UNKNOWN,AGGRAVATED ASSAULT,
-8472349.44625439,5317802.85869693,2680,2018/08/25,2300,2300,1200 MEADOWBROOK DR,ROBBERY,
-8478888.18623573,5317945.41740998,2681,2018/08/25,2244,2244,200 SABINE ST,AGGRAVATED ASSAULT,
-8481860.75051531,5319650.80763505,2682,2018/08/25,0051,0051,1900 W  GENESEE ST,ROBBERY,A
-8475090.07642446,5318437.53591902,2683,2018/08/25,1500,1200,200 WALNUT PL,LARCENY,
-8479662.13489303,5321261.89215301,2684,2018/08/25,1200,0900,400 PULASKI ST,LARCENY,
,,2685,2018/07/13,1257,1257,0 DESTINY USA DR,LARCENY,
,,2686,2018/07/13,1524,1524,0 DESTINY USA DR,LARCENY,
-8478042.10245731,5317965.9789646,2687,2018/08/25,1100,1100,600 W  ONONDAGA ST,LARCENY,
-8477840.01909289,5318444.04081739,2688,2018/07/12,1605,1605,800 S  WEST ST,MV THEFT,
-8476273.93396055,5315359.34022947,2689,2018/07/13,2245,2245,100 MCALLISTER AV,LARCENY,
,,2690,2018/07/13,1832,1832,0 DESTINY USA DR,LARCENY,
-8475658.13982341,5317409.46281872,2691,2018/08/26,1915,1915,1000 IRVING AV,LARCENY,
-8475455.92512811,5320089.9197151,2692,2018/07/13,0330,0410,300 N  CROUSE AV,BURGLARY,
-8475202.28653285,5314647.93291665,2693,2018/08/26,0320,0320,100 IVY RIDGE RD,LARCENY,
-8478500.96139758,5316772.11426528,2694,2018/08/26,2149,2149,300 COOLIDGE AV,AGGRAVATED ASSAULT,
-8479141.77766665,5317679.31320282,2695,2018/07/13,1330,1514,500 DELAWARE ST,AGGRAVATED ASSAULT,
-8476543.79775786,5322545.47421042,2696,2018/08/26,1700,1700,300 GRIFFITHS ST,MV THEFT,
-8478504.88073463,5322528.53860455,2697,2018/07/13,1655,1655,1600 N  SALINA ST,LARCENY,
-8477219.22453842,5322743.65769402,2698,2018/07/13,2120,2124,800 KIRKPATRICK ST,AGGRAVATED ASSAULT,
-8477836.71790338,5322871.8831484,2699,2018/08/26,2300,2315,600 TURTLE ST,BURGLARY,
-8476388.5069862,5321375.70701309,2700,2018/08/26,0713,0713,800 BUTTERNUT ST,BURGLARY,
-8478042.10245731,5317965.9789646,2701,2018/08/26,0800,0800,600 W  ONONDAGA ST,BURGLARY,
-8477833.21133758,5321276.97601896,2702,2018/08/26,1434,1434,800 N  CLINTON ST,LARCENY,
-8474004.54449913,5319309.43047088,2703,2018/08/27,2304,2304,1600 E  FAYETTE ST,AGGRAVATED ASSAULT,
-8474712.3694601,5319092.82019495,2704,2018/08/27,1304,1304,1400 E  GENESEE ST,LARCENY,
,,2705,2018/07/14,1328,1328,0 DESTINY USA DR,LARCENY,
-8478280.04787013,5318991.37144606,2706,2018/08/27,0042,0133,300 OTISCO ST,LARCENY,
-8478715.3626224,5317734.32159562,2707,2018/08/27,0820,0820,300 KELLOGG ST,AGGRAVATED ASSAULT,
-8477088.31705368,5319361.52736912,2708,2018/08/27,0520,0520,300 S  WARREN ST,ROBBERY,A
-8474953.82143622,5322021.59783053,2709,2018/08/27,2253,2253,400 SEDGWICK DR,ROBBERY,
-8476946.05071919,5320895.77450864,2710,2018/08/27,1138,1138,400 BUTTERNUT ST,LARCENY,
-8476708.10534019,5320961.59238251,2711,2018/08/27,2103,2103,500 BUTTERNUT ST,LARCENY,
,,2712,2018/07/14,1913,1913,0 DESTINY USA DR,LARCENY,
-8476833.84061713,5322737.47800322,2713,2018/08/27,0910,0910,700 FIRST NORTH ST,LARCENY,
,,2714,2018/07/14,1734,1734,0 DESTINY USA DR,LARCENY,
-8480617.92404751,5316962.62884859,2715,2018/08/28,2030,0650,1800 BELLEVUE AV,MV THEFT,
-8479345.04141433,5320192.37527262,2716,2018/08/28,0300,0440,1000 W  GENESEE ST,LARCENY,
-8474845.1179769,5318847.42590362,2717,2018/08/28,2200,0800,200 COMSTOCK AVE,LARCENY,
