DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,Arrest,LarcenyCode,ObjectID
2021/11/04 00:00:00+00,2028,2028,300 GIFFORD ST     ,AGGRAVATED ASSAULT,,N/A,3022
2021/02/12 00:00:00+00,1345,1345,300 GIFFORD ST     ,LARCENY,,From Building,3023
2021/07/16 00:00:00+00,1407,1407,300 GIFFORD ST     ,AGGRAVATED ASSAULT,Yes,N/A,3024
2021/10/09 00:00:00+00,1447,1447,300 GIFFORD ST     ,LARCENY,Yes,Shoplifting,3025
2021/11/26 00:00:00+00,2100,0500,300 GOODRICH AV   ,MV THEFT,,Motor Vehicle,3026
2021/12/20 00:00:00+00,1358,1358,300 GORDON AV   ,LARCENY,,All Other,3027
2021/02/27 00:00:00+00,1400,0915,300 GORDON AV     ,LARCENY,,Of MV Parts/Accessories,3028
2021/02/09 00:00:00+00,2003,2003,300 GRANT AV     ,AGGRAVATED ASSAULT,Yes,Unknown,3029
2021/11/27 00:00:00+00,0848,0848,300 GRANT AV   ,AGGRAVATED ASSAULT,Yes,N/A,3030
2021/04/11 00:00:00+00,,1851,300 GRANT AVE ,MURDER,Yes,,3031
2021/01/17 00:00:00+00,2100,2100,300 GRANT BLVD   ,MV THEFT,Yes,Motor Vehicle,3032
2021/12/19 00:00:00+00,2200,0700,300 GRANT BLVD   ,BURGLARY,,From Building,3033
2021/12/13 00:00:00+00,1600,1700,300 GRANT BLVD   ,LARCENY,,From Building,3034
2021/03/18 00:00:00+00,2121,2121,300 GRANT BLVD   ,AGGRAVATED ASSAULT,Yes,N/A,3035
2021/03/07 00:00:00+00,1520,1520,300 GRANT BLVD   ,ROBBERY,Yes,Motor Vehicle,3036
2021/09/14 00:00:00+00,1357,1357,300 GRAVES ST     ,AGGRAVATED ASSAULT,Yes,N/A,3037
2021/06/13 00:00:00+00,1839,1839,300 GRAVES ST     ,AGGRAVATED ASSAULT,,N/A,3038
2021/05/18 00:00:00+00,1430,1900,300 GREEN ST     ,BURGLARY,,From Building,3039
2021/08/11 00:00:00+00,2245,2245,300 GREEN ST     ,AGGRAVATED ASSAULT,Yes,N/A,3040
2021/04/24 00:00:00+00,0124,0124,300 GREEN ST     ,ROBBERY,,All Other,3041
2021/11/20 00:00:00+00,1100,1600,300 GREEN ST     ,LARCENY,,From Building,3042
2021/04/08 00:00:00+00,2220,2220,300 GREEN ST     ,MV THEFT,,Motor Vehicle,3043
2021/08/15 00:00:00+00,2331,2331,300 GREEN ST     ,AGGRAVATED ASSAULT,Yes,,3044
2021/03/14 00:00:00+00,0124,0124,300 GREEN ST     ,BURGLARY,,N/A,3045
2021/08/25 00:00:00+00,1900,0843,300 GRIFFITHS ST     ,LARCENY,,All Other,3046
2021/10/31 00:00:00+00,0000,0000,300 HAMILTON ST     ,LARCENY,,All Other,3047
2021/06/17 00:00:00+00,1945,1945,300 HAMILTON ST     ,AGGRAVATED ASSAULT,Yes,N/A,3048
2021/08/14 00:00:00+00,0715,0734,300 HARTSON ST     ,BURGLARY,Yes,All Other,3049
2021/07/01 00:00:00+00,1200,1200,300 HAWLEY AV     ,LARCENY,,All Other,3050
2021/09/12 00:00:00+00,1106,1106,300 HAWLEY AV     ,AGGRAVATED ASSAULT,,N/A,3051
2021/01/23 00:00:00+00,2000,2147,300 HAWLEY AV     ,LARCENY,,All Other,3052
2021/04/24 00:00:00+00,2205,2205,300 HAWLEY AV     ,AGGRAVATED ASSAULT,Yes,N/A,3053
2021/05/14 00:00:00+00,0000,2359,300 HAWLEY AV     ,LARCENY,,All Other,3054
2021/11/26 00:00:00+00,0845,1155,300 HELEN ST     ,LARCENY,,From Motor Vehicle,3055
2021/11/26 00:00:00+00,0845,0845,300 HELEN ST     ,LARCENY,,From Motor Vehicle,3056
2021/03/06 00:00:00+00,0430,0430,300 HERKIMER ST     ,ROBBERY,,All Other,3057
2021/03/25 00:00:00+00,0251,0251,300 HERKIMER ST     ,BURGLARY,,N/A,3058
2021/08/13 00:00:00+00,1900,1930,300 HIAWATHA BLVD   ,LARCENY,,Of Bicycle,3059
2021/08/20 00:00:00+00,0209,0209,300 HIAWATHA BLVD E ,LARCENY,,From Motor Vehicle,3060
2021/12/20 00:00:00+00,1300,1830,300 HIAWATHA BLVD W ,LARCENY,,From Motor Vehicle,3061
2021/08/03 00:00:00+00,1315,1318,300 HIAWATHA BLVD W ,AGGRAVATED ASSAULT,,N/A,3062
2021/01/01 00:00:00+00,1736,1736,300 HIAWATHA BLVD W ,LARCENY,,From Motor Vehicle,3063
2021/12/27 00:00:00+00,2000,2200,300 HIAWATHA BLVD W ,MV THEFT,,Motor Vehicle,3064
2021/09/16 00:00:00+00,1800,1000,300 HIAWATHA BLVD W,MV THEFT,,Motor Vehicle,3065
2021/11/14 00:00:00+00,1345,1345,300 HIAWATHA BLVD W ,LARCENY,Yes,From Building,3066
2021/11/03 00:00:00+00,0415,0415,300 HIAWATHA BLVD W ,MV THEFT,,Motor Vehicle,3067
2021/09/04 00:00:00+00,1345,0800,300 HIAWATHA BLVD W ,LARCENY,,All Other,3068
2021/11/12 00:00:00+00,1300,1400,300 HIER AVE    ,LARCENY,,All Other,3069
2021/10/07 00:00:00+00,2220,2225,300 HIGHLAND ST     ,ROBBERY,,All Other,3070
2021/12/31 00:00:00+00,2300,0100,300 HILLVIEW AV   ,MV THEFT,Yes,From Motor Vehicle,3071
2021/06/26 00:00:00+00,1700,0700,300 HILLVIEW AV     ,BURGLARY,,From Building,3072
2021/04/27 00:00:00+00,1840,1407,300 HILLVIEW AV     ,LARCENY,,All Other,3073
2021/10/03 00:00:00+00,1000,1600,300 HILLVIEW AV     ,BURGLARY,,All Other,3074
2021/06/26 00:00:00+00,2300,0116,300 HOLLAND ST     ,LARCENY,,All Other,3075
2021/08/23 00:00:00+00,1618,1618,300 HOPE AV     ,LARCENY,,From Building,3076
2021/11/10 00:00:00+00,0921,0921,300 HUDSON ST     ,LARCENY,,From Building,3077
2021/07/24 00:00:00+00,0000,0000,300 HUDSON ST     ,LARCENY,,All Other,3078
2021/12/18 00:00:00+00,2215,2215,300 HUDSON ST     ,BURGLARY,Yes,N/A,3079
2021/02/24 00:00:00+00,1530,1530,300 JAMES ST     ,AGGRAVATED ASSAULT,,N/A,3080
2021/03/29 00:00:00+00,0636,0636,300 JAMESVILLE AV     ,LARCENY,,All Other,3081
2021/12/11 00:00:00+00,2102,2102,300 JAMESVILLE AV   ,AGGRAVATED ASSAULT,Yes,N/A,3082
2021/03/31 00:00:00+00,1428,1428,300 JOHN ST     ,LARCENY,,All Other,3083
2021/01/14 00:00:00+00,0030,0730,300 KELLOGG ST     ,MV THEFT,,Motor Vehicle,3084
2021/05/01 00:00:00+00,0800,0800,300 KELLOGG ST     ,MV THEFT,,Motor Vehicle,3085
2021/12/17 00:00:00+00,1325,1325,300 KINNE ST     ,MV THEFT,,Motor Vehicle,3086
2021/04/23 00:00:00+00,0200,0420,300 KINNE ST     ,AGGRAVATED ASSAULT,Yes,N/A,3087
2021/12/21 00:00:00+00,2105,2105,300 KRAMER DR     ,AGGRAVATED ASSAULT,,N/A,3088
2021/07/07 00:00:00+00,1055,0908,300 LANDON AV     ,AGGRAVATED ASSAULT,Yes,N/A,3089
2021/08/30 00:00:00+00,2130,0800,300 LEAVENWORTH AV     ,LARCENY,,Motor Vehicle,3090
2021/09/10 00:00:00+00,1947,1947,300 LEXINGTON AV     ,BURGLARY,,N/A,3091
2021/04/12 00:00:00+00,1400,1400,300 LEXINGTON AV     ,BURGLARY,,All Other,3092
2021/06/01 00:00:00+00,1115,1115,300 LEXINGTON AV     ,LARCENY,Yes,All Other,3093
2021/11/04 00:00:00+00,2215,2220,300 LEXINGTON AV   ,BURGLARY,Yes,N/A,3094
2021/09/12 00:00:00+00,1154,1154,300 LEXINGTON AV     ,AGGRAVATED ASSAULT,Yes,N/A,3095
2021/06/11 00:00:00+00,1700,1700,300 LEXINGTON AV     ,LARCENY,,From Building,3096
2021/10/19 00:00:00+00,1630,0800,300 LODI ST     ,BURGLARY,,From Building,3097
2021/06/16 00:00:00+00,1710,0650,300 LODI ST     ,LARCENY,,From Motor Vehicle,3098
2021/01/19 00:00:00+00,1700,1700,300 LOMA AV     ,LARCENY,,All Other,3099
2021/05/30 00:00:00+00,0800,1030,300 LOMA AV     ,LARCENY,,From Mailbox,3100
2021/07/30 00:00:00+00,0000,1000,300 LOMA AV     ,LARCENY,,All Other,3101
2021/09/14 00:00:00+00,1730,1730,300 LOOMIS AV     ,LARCENY,,All Other,3102
2021/08/16 00:00:00+00,0452,0452,300 LOOMIS AV     ,LARCENY,,From Motor Vehicle,3103
2021/08/12 00:00:00+00,1539,1539,300 LYDELL ST     ,AGGRAVATED ASSAULT,Yes,N/A,3104
2021/09/06 00:00:00+00,1622,1622,300 LYDELL ST     ,AGGRAVATED ASSAULT,Yes,,3105
2021/08/30 00:00:00+00,1145,1145,300 MARCELLUS ST     ,LARCENY,,All Other,3106
2021/09/20 00:00:00+00,2358,2358,300 MARLBOROUGH RD     ,AGGRAVATED ASSAULT,,N/A,3107
2021/04/12 00:00:00+00,1217,1217,300 MARSHALL ST     ,LARCENY,,All Other,3108
2021/07/14 00:00:00+00,2124,2124,300 MASSENA ST     ,MV THEFT,,Motor Vehicle,3109
2021/07/19 00:00:00+00,2200,0700,300 MELROSE AV     ,BURGLARY,,From Building,3110
2021/01/19 00:00:00+00,2100,2109,300 MERRITT AV     ,AGGRAVATED ASSAULT,Yes,N/A,3111
2021/08/21 00:00:00+00,1215,1215,300 MIDLAND AV     ,LARCENY,Yes,All Other,3112
2021/02/12 00:00:00+00,1808,1808,300 MIDLAND AV     ,AGGRAVATED ASSAULT,Yes,N/A,3113
2021/01/13 00:00:00+00,1448,1556,300 MIDLAND AV     ,MV THEFT,,Motor Vehicle,3114
2021/05/12 00:00:00+00,2238,2243,300 MIDLAND AV     ,MV THEFT,,Motor Vehicle,3115
2021/02/15 00:00:00+00,2115,0812,300 MIDLAND AVE    ,LARCENY,,All Other,3116
2021/07/10 00:00:00+00,0240,0240,300 MILBURN DR     ,MV THEFT,,Motor Vehicle,3117
2021/04/28 00:00:00+00,1930,0615,300 MILDRED AV     ,MV THEFT,,Motor Vehicle,3118
2021/04/02 00:00:00+00,1007,1007,300 MONTGOMERY ST     ,LARCENY,,All Other,3119
2021/06/04 00:00:00+00,1900,1900,300 MONTGOMERY ST     ,AGGRAVATED ASSAULT,Yes,N/A,3120
2021/04/13 00:00:00+00,2200,0545,300 MONTGOMERY ST     ,LARCENY,,From Motor Vehicle,3121
2021/04/02 00:00:00+00,1220,1012,300 MONTGOMERY ST     ,LARCENY,,All Other,3122
2021/07/09 00:00:00+00,0649,0649,300 MONTGOMERY ST     ,LARCENY,,From Motor Vehicle,3123
2021/12/15 00:00:00+00,1400,1400,300 MONTGOMERY ST     ,MV THEFT,,Motor Vehicle,3124
2021/10/06 00:00:00+00,1642,1642,300 MONTGOMERY ST     ,LARCENY,Yes,Of Bicycle,3125
2021/03/15 00:00:00+00,1200,1200,300 MONTGOMERY ST     ,LARCENY,,All Other,3126
2021/03/06 00:00:00+00,2300,2300,300 MOUNT OLYMPUS DR     ,LARCENY,,All Other,3127
2021/11/13 00:00:00+00,1330,0100,300 MOUNT OLYMPUS DR     ,LARCENY,,From Building,3128
2021/03/03 00:00:00+00,1805,2100,300 MOUNT OLYMPUS DR     ,LARCENY,,From Building,3129
2021/04/21 00:00:00+00,2000,0200,300 MOUNT OLYMPUS DR     ,LARCENY,,From Motor Vehicle,3130
2021/06/04 00:00:00+00,1100,1122,300 N  BEECH ST     ,LARCENY,,All Other,3131
2021/02/25 00:00:00+00,1300,2215,300 N  BEECH ST     ,BURGLARY,,From Building,3132
2021/05/04 00:00:00+00,1521,1521,300 N  BEECH ST     ,AGGRAVATED ASSAULT,,N/A,3133
2021/11/06 00:00:00+00,0030,0030,300 N  CLINTON ST     ,LARCENY,,From Motor Vehicle,3134
2021/03/20 00:00:00+00,2306,2306,300 N  CLINTON ST     ,MV THEFT,,Motor Vehicle,3135
2021/12/12 00:00:00+00,0219,0219,300 N  CLINTON ST     ,AGGRAVATED ASSAULT,,N/A,3136
2021/11/09 00:00:00+00,1014,1014,300 N  CLINTON ST     ,LARCENY,,All Other,3137
2021/03/28 00:00:00+00,0347,0347,300 N  COLLINGWOOD AV     ,LARCENY,,From Motor Vehicle,3138
2021/11/04 00:00:00+00,0735,0735,300 N  CROUSE AV   ,MV THEFT,,Motor Vehicle,3139
2021/04/30 00:00:00+00,1550,1550,300 N  EDWARDS AV     ,BURGLARY,Yes,From Building,3140
2021/04/30 00:00:00+00,1545,1545,300 N  EDWARDS AV     ,MV THEFT,,Motor Vehicle,3141
2021/04/28 00:00:00+00,1332,1332,300 N  EDWARDS AV     ,BURGLARY,,,3142
2021/01/26 00:00:00+00,1435,1137,300 N  EDWARDS AVE    ,LARCENY,,All Other,3143
2021/05/13 00:00:00+00,1738,1738,300 N  GEDDES ST     ,AGGRAVATED ASSAULT,Yes,N/A,3144
2021/07/26 00:00:00+00,1315,1120,300 N  LOWELL AVE    ,LARCENY,,From Motor Vehicle,3145
2021/09/03 00:00:00+00,1700,1645,300 N  MCBRIDE ST     ,LARCENY,,From Building,3146
2021/10/26 00:00:00+00,1030,1120,300 N  MIDLER        ,LARCENY,,All Other,3147
2021/06/06 00:00:00+00,0915,0937,300 N  MIDLER AV     ,AGGRAVATED ASSAULT,Yes,N/A,3148
2021/07/11 00:00:00+00,1049,1049,300 N  MIDLER AV     ,LARCENY,,All Other,3149
2021/12/02 00:00:00+00,0127,0129,300 N  MIDLER AV   ,BURGLARY,,All Other,3150
2021/12/24 00:00:00+00,2300,0800,300 N  MIDLER AV   ,MV THEFT,,Motor Vehicle,3151
2021/06/08 00:00:00+00,1530,0900,300 N  MIDLER AV     ,BURGLARY,,From Building,3152
2021/07/05 00:00:00+00,0243,0243,300 N  MIDLER AV     ,BURGLARY,,Motor Vehicle,3153
2021/04/07 00:00:00+00,2032,2032,300 N  MIDLER AV     ,ROBBERY,,All Other,3154
2021/03/30 00:00:00+00,0900,1000,300 N  MIDLER AV     ,LARCENY,,All Other,3155
2021/09/03 00:00:00+00,0000,0000,300 N  MIDLER AV     ,AGGRAVATED ASSAULT,,N/A,3156
2021/05/10 00:00:00+00,1130,1200,300 N  SALINA ST     ,LARCENY,,All Other,3157
2021/10/09 00:00:00+00,0200,0200,300 N  SALINA ST     ,ROBBERY,Yes,All Other,3158
2021/08/13 00:00:00+00,1016,1016,300 N  SALINA ST     ,ROBBERY,Yes,,3159
2021/06/09 00:00:00+00,1501,1501,300 N  SALINA ST     ,AGGRAVATED ASSAULT,Yes,N/A,3160
2021/06/19 00:00:00+00,2230,2230,300 N  SALINA ST     ,AGGRAVATED ASSAULT,Yes,N/A,3161
2021/12/12 00:00:00+00,,0205,300 N STATE ST ,MURDER,,,3162
2021/01/03 00:00:00+00,1435,1435,300 NICHOLS AV     ,BURGLARY,,From Building,3163
2021/01/13 00:00:00+00,1200,1600,300 NORTH AV     ,BURGLARY,,From Building,3164
2021/07/01 00:00:00+00,0550,1700,300 NORTH AV     ,BURGLARY,,From Building,3165
2021/01/15 00:00:00+00,1930,1200,300 NORWOOD AV     ,LARCENY,,From Motor Vehicle,3166
2021/06/03 00:00:00+00,2100,0630,300 OAK ST     ,LARCENY,,Of Bicycle,3167
2021/09/23 00:00:00+00,1500,1500,300 OAK ST     ,LARCENY,,All Other,3168
2021/04/27 00:00:00+00,0000,0734,300 OAKWOOD AV     ,AGGRAVATED ASSAULT,Yes,N/A,3169
2021/07/25 00:00:00+00,1915,2026,300 OAKWOOD AV     ,MV THEFT,,Motor Vehicle,3170
2021/05/29 00:00:00+00,1518,1518,300 OAKWOOD AV     ,MV THEFT,Yes,Motor Vehicle,3171
2021/01/02 00:00:00+00,0054,0054,300 OAKWOOD AV     ,AGGRAVATED ASSAULT,,N/A,3172
2021/06/02 00:00:00+00,2155,0915,300 OSTROM AV     ,MV THEFT,,Motor Vehicle,3173
2021/06/16 00:00:00+00,0815,1615,300 OSTROM AV     ,BURGLARY,,All Other,3174
2021/11/14 00:00:00+00,1800,2000,300 OSTROM AV   ,LARCENY,,From Motor Vehicle,3175
2021/09/10 00:00:00+00,2200,0000,300 OSTROM AVE    ,LARCENY,,From Motor Vehicle,3176
2021/04/02 00:00:00+00,1150,1150,300 OSTROM AVE    ,LARCENY,,From Motor Vehicle,3177
2021/10/13 00:00:00+00,2000,1100,300 OSTRUM AV     ,BURGLARY,,Motor Vehicle,3178
2021/12/01 00:00:00+00,1200,1200,300 OSWEGO ST     ,LARCENY,,From Building,3179
2021/10/09 00:00:00+00,2200,2200,300 PALMER AV     ,LARCENY,,All Other,3180
2021/12/04 00:00:00+00,0100,0100,300 PALMER AV   ,MV THEFT,,Motor Vehicle,3181
2021/02/14 00:00:00+00,0800,1300,300 PALMER AV     ,LARCENY,,All Other,3182
2021/06/09 00:00:00+00,0513,0513,300 PALMER AV     ,AGGRAVATED ASSAULT,,N/A,3183
2021/10/04 00:00:00+00,2110,2110,300 PARK ST     ,ROBBERY,,All Other,3184
2021/01/03 00:00:00+00,1736,1736,300 PARK ST     ,LARCENY,,From Building,3185
2021/07/11 00:00:00+00,0516,0516,300 PARK ST     ,BURGLARY,,From Building,3186
2021/01/08 00:00:00+00,1200,1400,300 PARK ST     ,LARCENY,,All Other,3187
2021/08/10 00:00:00+00,0900,0919,300 PARK ST     ,LARCENY,,All Other,3188
2021/09/17 00:00:00+00,2115,2147,300 PARK ST     ,AGGRAVATED ASSAULT,,N/A,3189
2021/06/25 00:00:00+00,1600,0930,300 PARK ST     ,MV THEFT,,Motor Vehicle,3190
2021/08/09 00:00:00+00,1756,1756,300 PARK ST     ,MV THEFT,,Motor Vehicle,3191
2021/08/09 00:00:00+00,1115,2315,300 PARK ST     ,LARCENY,,All Other,3192
2021/05/18 00:00:00+00,0013,0013,300 PARK ST     ,LARCENY,,All Other,3193
2021/09/18 00:00:00+00,1900,1900,300 PARK ST     ,MV THEFT,Yes,Motor Vehicle,3194
2021/09/28 00:00:00+00,2325,2325,300 PINE ST     ,AGGRAVATED ASSAULT,Yes,N/A,3195
2021/04/28 00:00:00+00,0203,0203,300 POND ST     ,AGGRAVATED ASSAULT,Yes,N/A,3196
2021/12/31 00:00:00+00,1500,1800,300 POND ST     ,BURGLARY,,From Building,3197
2021/03/01 00:00:00+00,1200,0729,300 POND ST     ,BURGLARY,Yes,N/A,3198
2021/05/10 00:00:00+00,0430,0510,300 POND ST     ,AGGRAVATED ASSAULT,Yes,N/A,3199
2021/01/22 00:00:00+00,1203,1221,300 POND ST     ,BURGLARY,,All Other,3200
2021/07/31 00:00:00+00,0000,1436,300 PRIMROSE AV     ,LARCENY,,All Other,3201
2021/07/24 00:00:00+00,0417,0417,300 PROSPECT AV     ,AGGRAVATED ASSAULT,,N/A,3202
2021/12/16 00:00:00+00,0627,0741,300 PROSPECT AV   ,LARCENY,,All Other,3203
2021/10/16 00:00:00+00,2318,2318,300 PROSPECT AV     ,LARCENY,Yes,Purse Snatch,3204
2021/08/22 00:00:00+00,2359,2359,300 PROSPECT AV     ,AGGRAVATED ASSAULT,,,3205
2021/12/06 00:00:00+00,1000,1815,300 PROSPECT AV   ,LARCENY,,All Other,3206
2021/11/16 00:00:00+00,0800,1705,300 PROSPECT AVE    ,LARCENY,,From Motor Vehicle,3207
2021/10/31 00:00:00+00,1910,1915,300 PROSPECT AVE    ,LARCENY,,From Motor Vehicle,3208
2021/11/14 00:00:00+00,0515,0515,300 PULASKI ST     ,BURGLARY,,From Building,3209
2021/11/14 00:00:00+00,1925,1930,300 PUTNAM ST     ,MV THEFT,,Motor Vehicle,3210
2021/12/09 00:00:00+00,1156,2309,300 RANDOLPH ST     ,BURGLARY,,From Building,3211
2021/12/12 00:00:00+00,0000,0213,300 RENWICK AV   ,LARCENY,,From Motor Vehicle,3212
2021/01/18 00:00:00+00,1630,1707,300 RICHMOND AV     ,AGGRAVATED ASSAULT,Yes,N/A,3213
2021/05/16 00:00:00+00,1435,1435,300 RICHMOND AV     ,LARCENY,,All Other,3214
2021/03/03 00:00:00+00,1035,1035,300 RICHMOND AV     ,AGGRAVATED ASSAULT,,N/A,3215
2021/05/18 00:00:00+00,1101,1100,300 RICHMOND AV     ,AGGRAVATED ASSAULT,Yes,N/A,3216
2021/01/27 00:00:00+00,1328,1328,300 RICHMOND AV     ,AGGRAVATED ASSAULT,,N/A,3217
2021/04/21 00:00:00+00,0300,0301,300 RICHMOND AVE    ,AGGRAVATED ASSAULT,,N/A,3218
2021/01/21 00:00:00+00,0405,0405,300 RIDGEWOOD DR     ,AGGRAVATED ASSAULT,Yes,N/A,3219
2021/08/06 00:00:00+00,1900,0900,300 ROBERTS AV     ,MV THEFT,,Motor Vehicle,3220
2021/03/23 00:00:00+00,2014,2014,300 ROBINEAU RD     ,LARCENY,,Of Bicycle,3221
2021/06/26 00:00:00+00,0017,0017,300 ROBINSON ST     ,LARCENY,,From Motor Vehicle,3222
2021/11/07 00:00:00+00,0114,0114,300 ROBINSON ST     ,LARCENY,,From Building,3223
2021/04/05 00:00:00+00,0325,0325,300 ROOSEVELT AV     ,LARCENY,,All Other,3224
2021/12/01 00:00:00+00,2150,2202,300 ROWLAND ST     ,AGGRAVATED ASSAULT,,N/A,3225
2021/02/04 00:00:00+00,1700,0700,300 ROWLAND ST     ,BURGLARY,,From Building,3226
2021/10/23 00:00:00+00,1000,1000,300 ROWLAND ST     ,LARCENY,,All Other,3227
2021/01/09 00:00:00+00,1919,1919,300 ROWLAND ST     ,AGGRAVATED ASSAULT,Yes,N/A,3228
2021/11/11 00:00:00+00,1200,1650,300 ROWLAND ST     ,BURGLARY,,From Building,3229
2021/07/15 00:00:00+00,1420,1200,300 RUGBY RD     ,LARCENY,,All Other,3230
2021/04/28 00:00:00+00,0000,0600,300 RUGBY RD     ,BURGLARY,,From Building,3231
2021/10/09 00:00:00+00,1953,1953,300 S  ALVORD ST     ,MV THEFT,,Motor Vehicle,3232
2021/09/27 00:00:00+00,0428,0428,300 S  BEECH ST     ,LARCENY,,All Other,3233
2021/09/11 00:00:00+00,2340,1120,300 S  BEECH ST     ,LARCENY,,Of Bicycle,3234
2021/12/04 00:00:00+00,0240,0315,300 S  CLINTON ST     ,LARCENY,,From Motor Vehicle,3235
2021/12/26 00:00:00+00,1215,1015,300 S  CLINTON ST     ,LARCENY,,From Motor Vehicle,3236
2021/06/05 00:00:00+00,0340,0340,300 S  CLINTON ST     ,AGGRAVATED ASSAULT,Yes,N/A,3237
2021/11/25 00:00:00+00,2230,0215,300 S  CLINTON ST     ,MV THEFT,,Motor Vehicle,3238
2021/07/22 00:00:00+00,2331,2331,300 S  CLINTON ST     ,AGGRAVATED ASSAULT,,N/A,3239
2021/10/24 00:00:00+00,0001,0001,300 S  CLINTON ST     ,AGGRAVATED ASSAULT,Yes,N/A,3240
2021/02/26 00:00:00+00,0130,0130,300 S  CLINTON ST     ,MV THEFT,,Motor Vehicle,3241
2021/02/27 00:00:00+00,0114,0117,300 S  CLINTON ST     ,LARCENY,,From Motor Vehicle,3242
2021/07/11 00:00:00+00,0030,0030,300 S  CLINTON ST     ,AGGRAVATED ASSAULT,,N/A,3243
2021/06/06 00:00:00+00,0000,0200,300 S  CLINTON ST     ,LARCENY,,All Other,3244
2021/07/11 00:00:00+00,0155,0155,300 S  CLINTON ST     ,AGGRAVATED ASSAULT,,N/A,3245
2021/08/22 00:00:00+00,1126,1126,300 S  COLLINGWOOD AV     ,AGGRAVATED ASSAULT,,N/A,3246
2021/04/08 00:00:00+00,2200,2200,300 S  GEDDES ST     ,MV THEFT,,Motor Vehicle,3247
2021/11/29 00:00:00+00,1026,1026,300 S  GEDDES ST     ,LARCENY,,Shoplifting,3248
2021/07/02 00:00:00+00,1235,1235,300 S  LOWELL AV     ,LARCENY,,Shoplifting,3249
2021/05/07 00:00:00+00,0334,0334,300 S  LOWELL AV     ,BURGLARY,,From Building,3250
2021/01/01 00:00:00+00,0200,0600,300 S  LOWELL AV     ,MV THEFT,,Motor Vehicle,3251
2021/04/29 00:00:00+00,1056,1056,300 S  LOWELL AV     ,ROBBERY,Yes,Purse Snatch,3252
2021/01/05 00:00:00+00,0056,0056,300 S  LOWELL AV     ,LARCENY,,From Motor Vehicle,3253
2021/09/16 00:00:00+00,1100,1400,300 S  LOWELL AVE    ,LARCENY,,All Other,3254
2021/07/07 00:00:00+00,1049,1049,300 S  MIDLER AV     ,AGGRAVATED ASSAULT,Yes,N/A,3255
2021/09/22 00:00:00+00,1915,1915,300 S  SALINA ST     ,LARCENY,,All Other,3256
2021/06/12 00:00:00+00,1900,0000,300 S  SALINA ST     ,LARCENY,,All Other,3257
2021/09/30 00:00:00+00,1630,1630,300 S  SALINA ST     ,LARCENY,,Of Bicycle,3258
2021/07/18 00:00:00+00,2045,0900,300 S  SALINA ST     ,MV THEFT,Yes,Motor Vehicle,3259
2021/08/15 00:00:00+00,2107,2107,300 S  SALINA ST     ,BURGLARY,Yes,,3260
2021/02/22 00:00:00+00,1245,1245,300 S  SALINA ST     ,LARCENY,Yes,Shoplifting,3261
2021/06/23 00:00:00+00,2100,1450,300 S  WARREN ST     ,BURGLARY,,From Building,3262
2021/10/31 00:00:00+00,0250,0250,300 S  WARREN ST     ,BURGLARY,,All Other,3263
2021/11/04 00:00:00+00,1100,1120,300 S  WARREN ST     ,BURGLARY,,From Building,3264
2021/07/20 00:00:00+00,1900,1450,300 S  WARREN ST     ,LARCENY,,From Motor Vehicle,3265
2021/11/01 00:00:00+00,1330,1459,300 S  WARREN ST     ,BURGLARY,,From Building,3266
2021/12/21 00:00:00+00,2335,2335,300 S  WARREN ST     ,MV THEFT,,Motor Vehicle,3267
2021/07/28 00:00:00+00,0800,0959,300 S  WILBUR AV     ,LARCENY,,All Other,3268
2021/12/12 00:00:00+00,0230,1130,300 S WARREN ST     ,LARCENY,,From Motor Vehicle,3269
2021/09/27 00:00:00+00,0800,0800,300 SALT SPRINGS RD     ,LARCENY,,From Building,3270
2021/04/07 00:00:00+00,1100,1900,300 SECOND NORTH ST     ,MV THEFT,,Motor Vehicle,3271
2021/04/04 00:00:00+00,0050,0050,300 SEDGWICK DR     ,BURGLARY,,All Other,3272
2021/06/02 00:00:00+00,2126,2129,300 SENECA DR     ,AGGRAVATED ASSAULT,,Motor Vehicle,3273
2021/12/22 00:00:00+00,1230,1605,300 SEYMOUR ST     ,BURGLARY,,From Building,3274
2021/11/27 00:00:00+00,1300,2000,300 SEYMOUR ST     ,MV THEFT,,Motor Vehicle,3275
2021/02/23 00:00:00+00,0315,0315,300 SHERWOOD AV     ,ROBBERY,,All Other,3276
2021/10/31 00:00:00+00,1500,1515,300 SHIRLEY DR     ,BURGLARY,,From Building,3277
2021/07/04 00:00:00+00,2130,0900,300 SHIRLEY DR     ,LARCENY,,From Motor Vehicle,3278
2021/01/20 00:00:00+00,1438,1438,300 SHONNARD ST     ,AGGRAVATED ASSAULT,Yes,N/A,3279
2021/11/30 00:00:00+00,0819,0819,300 SHONNARD ST     ,AGGRAVATED ASSAULT,Yes,N/A,3280
2021/11/10 00:00:00+00,2216,2216,300 SHONNARD ST     ,AGGRAVATED ASSAULT,Yes,N/A,3281
2021/01/02 00:00:00+00,2000,1730,300 SHUART AV     ,BURGLARY,,From Building,3282
2021/12/10 00:00:00+00,1300,1300,300 SHUART AV   ,MV THEFT,,Motor Vehicle,3283
2021/06/07 00:00:00+00,1530,0630,300 SIXTH NORTH ST     ,LARCENY,,Of MV Parts/Accessories,3284
2021/10/12 00:00:00+00,1800,0500,300 SIXTH NORTH ST     ,LARCENY,,Of MV Parts/Accessories,3285
